gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,status_standard,status_relaxed,status_strict
EDIL3,3.261616096491662,2.1904041335166085,1.0712119629750534,3.442737958758709,43.614835533211945,0.0012823686689844571,0.003965578961095728,Up,Up,ns
COL17A1,4.316522690583226,6.073968572650282,-1.7574458820670555,-3.4424475083173047,43.614835533211945,0.0012834494668623186,0.003967959042641248,Down,Down,Down
INAVA,1.9739524530262111,3.0460880915252266,-1.0721356384990155,-3.4378094765504064,43.614835533211945,0.0013008263481888438,0.004014868929925538,Down,Down,ns
SPTSSB,1.2350705383417966,2.843180178167735,-1.6081096398259385,-3.428154062876203,43.614835533211945,0.001337724473049473,0.004115802220699621,Down,Down,Down
COL3A1,10.539509274991541,9.218308537116869,1.3212007378746726,3.4192082043180823,43.614835533211945,0.001372800628019366,0.004210516211912212,Up,Up,ns
LIPM,0.9162000304749945,2.2282205611233756,-1.3120205306483812,-3.4186120807094165,43.614835533211945,0.0013751689083751906,0.004216765830369994,Down,Down,ns
RHOV,2.2306343607726804,3.6828245210168578,-1.4521901602441774,-3.4138064636451837,43.614835533211945,0.0013944035164830115,0.004267537327983644,Down,Down,ns
HAS1,2.410198840082312,1.1002384760105084,1.3099603640718036,3.406619108917521,43.614835533211945,0.0014236506159850393,0.004343496723841436,Up,Up,ns
AKR1C2,3.099769880185133,4.590822341760447,-1.4910524615753138,-3.3975566016146135,43.614835533211945,0.00146136241630912,0.0044426114172086304,Down,Down,ns
TNFRSF6B,3.867359068390355,2.3796956196602492,1.487663448730106,3.3892297132001183,43.614835533211945,0.0014968508928823177,0.004531056120799477,Up,Up,ns
CCL19,2.4855760561080573,3.9952385298195723,-1.509662473711515,-3.385983352210351,43.614835533211945,0.0015109078668518183,0.004568185876235476,Down,Down,Down
C5AR1,3.6209088216956724,2.257915603118744,1.3629932185769285,3.383551027221113,43.614835533211945,0.0015215223332485373,0.004594831711086572,Up,Up,ns
AADACL2,1.018069897195082,2.3693225629491708,-1.3512526657540889,-3.382149746608719,43.614835533211945,0.0015276696199153506,0.004610120838329499,Down,Down,ns
PER1,3.8665513091471033,4.883531739041058,-1.0169804298939549,-3.3787040765352856,43.614835533211945,0.001542886226009399,0.004652642824349462,Down,Down,ns
PTGER3,1.791799965747401,2.8942677899903715,-1.1024678242429704,-3.3752923736154052,43.614835533211945,0.0015580949978151182,0.004691944629784227,Down,Down,ns
CERS4,3.4109791427332636,4.449322959532502,-1.0383438167992383,-3.3641041887009293,43.614835533211945,0.001608978042977327,0.004820130839109667,Down,Down,ns
GGT6,1.6867719529883767,2.9988982832058757,-1.312126330217499,-3.364166381160914,43.614835533211945,0.0016086908725791993,0.004820130839109667,Down,Down,ns
EPCAM,0.7814482676122304,1.7889845663051946,-1.0075362986929641,-3.3568604823122934,43.614835533211945,0.0016427613886880188,0.0048960355199668855,Down,Down,ns
ACKR4,1.7112252834184787,2.777856097991662,-1.0666308145731835,-3.356398916998956,43.614835533211945,0.001644936770612393,0.004901373512995292,Down,Down,ns
BNIPL,2.806626745048604,4.446409873368,-1.639783128319396,-3.3501315386646358,43.614835533211945,0.0016747479452858816,0.004982052844933718,Down,Down,Down
ANGPTL4,4.4114468467151156,3.2574913125405884,1.1539555341745271,3.3485260993973975,43.614835533211945,0.0016824666233368202,0.004997620852698711,Up,Up,ns
OASL,2.835410042053116,1.7538979025688384,1.0815121394842777,3.3434053451952512,43.614835533211945,0.0017073131164622168,0.005058867140855634,Up,Up,ns
MSR1,3.1198238799132354,1.9824441143455627,1.1373797655676727,3.3327596979341836,43.614835533211945,0.0017600885877215866,0.005186323881518806,Up,Up,ns
FCAR,1.6816571383816232,0.6666766561399547,1.0149804822416684,3.306194069627795,43.614835533211945,0.001898634512990327,0.005528147475836904,Up,Up,ns
EFNA3,2.9062195768701193,4.11324470435739,-1.2070251274872708,-3.3002231306215366,43.614835533211945,0.00193116997700149,0.005612627784115771,Down,Down,ns
GJB3,2.2532734700059236,3.725197467523294,-1.4719239975173704,-3.2991774349581675,43.614835533211945,0.0019369221532163916,0.005626780915710397,Down,Down,ns
AOC3,3.341317457686446,4.4521899509455585,-1.1108724932591123,-3.293013425023002,43.614835533211945,0.0019711612302228954,0.00571063588574116,Down,Down,ns
PILRA,3.207762037199654,2.1741844769849585,1.0335775602146953,3.2927557541988977,43.614835533211945,0.0019726049477308827,0.00571352053109515,Up,Up,ns
PROM2,2.707417983789472,3.9201088015190813,-1.2126908177296092,-3.285504817695378,43.614835533211945,0.0020136456273731618,0.005816563441335726,Down,Down,ns
HEPHL1,2.3692797978014135,1.1731299964072601,1.1961498013941534,3.2660576747498036,43.614835533211945,0.0021277561602193185,0.006106047324769795,Up,Up,ns
RDH12,1.791313487392195,3.2194176565018724,-1.4281041691096774,-3.2522223930694767,43.614835533211945,0.002212643068412845,0.006312306954792192,Down,Down,ns
LCE1F,2.6218389546005785,4.549717742052029,-1.9278787874514505,-3.2484885659804936,43.614835533211945,0.002236096428248624,0.0063597095783797285,Down,Down,Down
FCGR3B,3.9554925143524873,2.4556899683728868,1.4998025459796005,3.2414190957263957,43.614835533211945,0.0022811488142209235,0.006464775739502097,Up,Up,ns
DMKN,5.627792750989551,8.036948678875769,-2.409155927886218,-3.2254268281151646,43.614835533211945,0.0023862580706013325,0.006731215242832796,Down,Down,Down
ANO9,2.098131658743093,3.2681722888638802,-1.1700406301207873,-3.2217908258632395,43.614835533211945,0.0024107874787202555,0.00678842409276207,Down,Down,ns
ELOVL7,1.9655467283245078,3.0650787261360684,-1.0995319978115605,-3.2175033437152964,43.614835533211945,0.0024400186376838384,0.006854087596119381,Down,Down,ns
TFAP2C,2.5542307492516003,3.643783079503059,-1.0895523302514585,-3.216126467017652,43.614835533211945,0.002449476847788956,0.006870147698420926,Down,Down,ns
PPBP,2.260381509784059,0.6124738808483673,1.647907628935692,3.210910031471341,43.614835533211945,0.002485625932868274,0.00695767943851385,Up,Up,Up
SLC15A1,1.3127750599381987,2.451475087863358,-1.1387000279251596,-3.201033748520524,43.614835533211945,0.002555453961516241,0.00711565597624817,Down,Down,ns
TFAP2A,2.4307755270514098,3.545988954886983,-1.1152134278355734,-3.200782653386588,43.614835533211945,0.002557253233192114,0.007117557940396995,Down,Down,ns
CEBPA,3.937794293217097,5.079045179375121,-1.1412508861580237,-3.1970091882007843,43.614835533211945,0.0025844374710028983,0.00718851277376226,Down,Down,ns
LAMC3,1.5623506322628844,2.5649698466470263,-1.002619214384142,-3.1923159991159933,43.614835533211945,0.0026186288462286544,0.007270928298705429,Down,Down,ns
TNS4,2.8892909036925905,4.247995768484576,-1.3587048647919855,-3.187303597072421,43.614835533211945,0.002655617914073538,0.007360811836161667,Down,Down,ns
LAPTM5,6.000720314690031,4.868440109950036,1.1322802047399945,3.181176071662083,43.614835533211945,0.0027015071261839996,0.007470147523899512,Up,Up,ns
CARD18,0.5854255884312687,1.8814659249958483,-1.2960403365645796,-3.1762003859655588,43.614835533211945,0.0027393205017596234,0.0075599554985804965,Down,Down,ns
ANXA9,1.1922636481002307,2.313256568209209,-1.1209929201089783,-3.17455745464309,43.614835533211945,0.002751915622168033,0.007589788047039127,Down,Down,ns
IL20RA,1.1802274950020195,2.343807316946138,-1.1635798219441187,-3.1675870547498977,43.614835533211945,0.002805963463974548,0.007720485880489193,Down,Down,ns
SYT8,1.3089744559555079,2.7675411533386653,-1.4585666973831575,-3.1593438809208916,43.614835533211945,0.0028711742058951106,0.007886298653409509,Down,Down,ns
SCNN1B,2.0392245833650775,3.1239758167640974,-1.08475123339902,-3.1580541929254626,43.614835533211945,0.002881505329238143,0.00790956467149678,Down,Down,ns
ELMOD1,1.149462928856466,2.2872866153788314,-1.1378236865223654,-3.1450260329834543,43.614835533211945,0.0029878547410360223,0.008162834514231446,Down,Down,ns
FOXN1,1.6077525735955769,2.6272308927925816,-1.0194783191970047,-3.143689174292153,43.614835533211945,0.002998974697614898,0.008182696687779802,Down,Down,ns
NNAT,1.4724050520835383,2.4769857016808166,-1.0045806495972782,-3.1374355876490214,43.614835533211945,0.0030515124137431293,0.008306496864987434,Down,Down,ns
ITGA7,3.379015380401327,4.435113622245877,-1.0560982418445501,-3.13037500263876,43.614835533211945,0.0031118730496455527,0.008447364197984192,Down,Down,ns
DEGS2,2.0940985341821765,3.3237036123764407,-1.2296050781942642,-3.120148956367043,43.614835533211945,0.0032012942257899635,0.008640445557989292,Down,Down,ns
ESRP2,2.204677086535163,3.324767393695774,-1.120090307160611,-3.109735391667958,43.614835533211945,0.003294840526942844,0.008847989311455483,Down,Down,ns
CAMSAP3,1.8604898083124226,3.035995190937323,-1.1755053826249005,-3.1087415987637237,43.614835533211945,0.003303901266662246,0.00886671987662955,Down,Down,ns
NSG1,2.5437433381116237,3.841327315511392,-1.2975839773997682,-3.1019883235615504,43.614835533211945,0.003366097658307421,0.00901277418358063,Down,Down,ns
KRT75,2.620248044845301,1.2345426327570597,1.3857054120882413,3.0976212923608704,43.614835533211945,0.0034069025422396315,0.009101011336653125,Up,Up,ns
WFDC5,2.554424148085653,4.309969518290861,-1.7555453702052075,-3.0836162155961726,43.614835533211945,0.0035409280954203926,0.009413686887824946,Down,Down,Down
DSC3,3.7643739083941545,5.3862087542474875,-1.621834845853333,-3.0815528285487575,43.614835533211945,0.0035610886764310123,0.009461367477192647,Down,Down,Down
CAPNS2,2.3765202177792237,3.983742365765517,-1.6072221479862931,-3.0770345009065783,43.614835533211945,0.003605613379182193,0.009569695613883562,Down,Down,Down
EPB41L4B,1.389295400852172,2.46845694530699,-1.0791615444548177,-3.0526760179747985,43.614835533211945,0.003854806838174518,0.010145077778771735,Down,Down,ns
TM7SF2,3.086901660409089,4.569123558015376,-1.4822218976062875,-3.04882428045926,43.614835533211945,0.003895662985585746,0.010233036056678687,Down,Down,ns
BARX2,1.6080804656357877,2.6499008185950395,-1.0418203529592518,-3.0420792619172548,43.614835533211945,0.003968190356092194,0.010389310534026636,Down,Down,ns
CCL3,3.3484571224138855,2.269714500557453,1.0787426218564327,3.0340102587088693,43.614835533211945,0.004056620069451622,0.010577402524170217,Up,Up,ns
FCGR3A,3.4567373094030973,2.069854017686679,1.3868832917164182,3.0191174654993578,43.614835533211945,0.004224711124025893,0.010941864533855039,Up,Up,ns
FASN,4.656210253482089,5.717281367061662,-1.0610711135795725,-3.0151021417826604,43.614835533211945,0.004271137112359602,0.011039686176311715,Down,Down,ns
CRB3,1.414053535659143,2.5215494982857023,-1.1074959626265592,-3.0141227967911863,43.614835533211945,0.004282532870935274,0.01106241476666752,Down,Down,ns
MT4,0.3356807864657683,1.7731534486076796,-1.4374726621419114,-3.0141953696049497,43.614835533211945,0.004281687428854042,0.01106241476666752,Down,Down,ns
SFRP2,4.789170842935692,6.165918983661662,-1.3767481407259696,-3.013623383573993,43.614835533211945,0.004288355067794347,0.011072155162140445,Down,Down,ns
DSC2,5.107836605006577,3.756108477676393,1.3517281273301842,3.008259654249808,43.614835533211945,0.004351355613890107,0.011206146636498491,Up,Up,ns
CKMT1B,1.9045061082603094,3.1438803935522026,-1.2393742852918932,-3.000801867497612,43.614835533211945,0.004440395537316011,0.011387163540597444,Down,Down,ns
HCAR3,2.305252765751735,1.264654613693609,1.0405981520581262,2.999049551415229,43.614835533211945,0.004461563140715663,0.011436847182622483,Up,Up,ns
LTF,1.3749386873228948,2.537426506593255,-1.16248781927036,-2.9989467219849955,43.614835533211945,0.004462808231417759,0.011437739826219992,Down,Down,ns
CCL21,3.767139852010154,5.623003237802675,-1.8558633857925209,-2.9966230745139124,43.614835533211945,0.004491030652546968,0.011498517147546974,Down,Down,Down
BICDL2,1.927930065950736,3.151873866574789,-1.223943800624053,-2.986916038847895,43.614835533211945,0.004610748289838984,0.011750773968888203,Down,Down,ns
DSP,5.202630342517538,6.976776199530939,-1.7741458570134014,-2.983767212779926,43.614835533211945,0.004650220804587102,0.011834816587686951,Down,Down,Down
SCEL,2.313543159604661,3.8874892979725786,-1.5739461383679174,-2.983189823655175,43.614835533211945,0.0046574929905238704,0.01185095931926395,Down,Down,Down
PERP,5.720469425024772,7.392957349221964,-1.672487924197192,-2.9747853705937093,43.614835533211945,0.004764559652865374,0.012101658883288612,Down,Down,Down
ADIPOQ,0.7994829643016136,2.5899479900997155,-1.790465025798102,-2.960616159886757,43.614835533211945,0.004950297461300046,0.012503692518114376,Down,Down,Down
PTK6,2.3363670616218646,3.3648278178953728,-1.0284607562735082,-2.9532604300074605,43.614835533211945,0.005049370652848717,0.012708071482966186,Down,Down,ns
FNDC1,3.8498402447560194,2.558974084039509,1.2908661607165102,2.944943869612285,43.614835533211945,0.005163617143869814,0.012947622775417172,Up,Up,ns
ACAN,2.232019122997523,1.0683279482516073,1.1636911747459158,2.9406167287139455,43.614835533211945,0.005224011376740778,0.01307848784601004,Up,Up,ns
COL1A1,10.725496988304517,9.394189454462214,1.3313075338423026,2.9101942611906724,43.614835533211945,0.0056676162893234405,0.014025755091487388,Up,Up,ns
AREG,2.5018239719281135,1.420006151971141,1.0818178199569723,2.910018593017999,43.614835533211945,0.005670276965715315,0.014027748233514534,Up,Up,ns
ACSBG1,0.6136647007441298,1.6256254142580215,-1.0119607135138917,-2.9040111491592273,43.614835533211945,0.005761970373266534,0.014235259234844654,Down,Down,ns
CLDN1,3.080888369689968,4.636049851399703,-1.5551614817097348,-2.887314889091912,43.614835533211945,0.006024124507555406,0.014762809347589181,Down,Down,Down
PRG4,1.1472153133354455,2.232704961388731,-1.0854896480532854,-2.8844086054410454,43.614835533211945,0.006070877706076727,0.01484884990134187,Down,Down,ns
NAMPT,5.795510847607224,4.637364834687986,1.1581460129192376,2.873026612368457,43.614835533211945,0.006257252824297899,0.015246225691301319,Up,Up,ns
SOX15,2.4351957248719747,3.4604550671825733,-1.0252593423105987,-2.8651205445010413,43.614835533211945,0.006389832157700948,0.015530689824120486,Down,Down,ns
GRB7,1.5375920789780206,2.56657369145911,-1.0289816124810893,-2.8568575664276987,43.614835533211945,0.006531187599846389,0.015832015864064058,Down,Down,ns
KRTDAP,5.546937004236458,8.140582084453182,-2.5936450802167244,-2.855434268806571,43.614835533211945,0.006555827844712869,0.01588268854552113,Down,Down,Down
CPA3,3.3667916986448936,4.41676685497785,-1.0499751563329567,-2.8174198553393563,43.614835533211945,0.007246809760486972,0.017326315124763843,Down,Down,ns
DSC1,3.573056443420671,5.353418820505232,-1.7803623770845611,-2.805271701840861,43.614835533211945,0.007481504157934138,0.01777238566593272,Down,Down,Down
HOPX,4.516679495452372,6.119132888109931,-1.6024533926575586,-2.7862792402607903,43.614835533211945,0.007862592249854972,0.018525049308722057,Down,Down,Down
FCGR2A,4.571487612370089,3.41896951265416,1.152518099715929,2.7847849382580656,43.614835533211945,0.007893326563787939,0.018589767990394752,Up,Up,ns
TP63,2.9779238968919577,4.132907398639741,-1.1549835017477834,-2.7797342696924527,43.614835533211945,0.007998032862888582,0.018787790219270233,Down,Down,ns
EREG,3.1759455686717013,2.058022955147382,1.1179226135243194,2.7721780924650883,43.614835533211945,0.008157085402964448,0.019073580884489478,Up,Up,ns
ALDH3B2,2.84837957393714,4.244019588607892,-1.395640014670752,-2.7623170812815014,43.614835533211945,0.008369058478742364,0.019501297785383037,Down,Down,ns
KPRP,3.7042113457781336,5.368394104881391,-1.6641827591032574,-2.7602631512561144,43.614835533211945,0.008413846457999918,0.019566335499429786,Down,Down,Down
CSF3,2.340598701181122,0.9827288958471613,1.3578698053339608,2.7340387872074627,43.614835533211945,0.009005518715347716,0.02070923999987976,Up,Up,ns
KRT23,2.7673592485801053,4.200825613326108,-1.4334663647460029,-2.726898531032667,43.614835533211945,0.009173148056251135,0.02104806713950535,Down,Down,ns
IRF6,2.8825176073692895,4.113473931480933,-1.2309563241116437,-2.7254578277946617,43.614835533211945,0.009207318331036829,0.021115286200400898,Down,Down,ns
ALOX15B,1.2801479223604224,2.2975977822088667,-1.0174498598484443,-2.714581441758597,43.614835533211945,0.009469098527128184,0.02164535105152639,Down,Down,ns
GJB5,2.167682780931734,3.305282882905001,-1.137600101973267,-2.6962582438360925,43.614835533211945,0.00992568976649233,0.022563693688427217,Down,Down,ns
KLK7,2.8785909862228896,4.433870876685583,-1.5552798904626939,-2.656961605201391,43.614835533211945,0.010974086951856421,0.024617859436591897,Down,Down,Down
IL6,3.9756291973528084,2.2826096001811638,1.6930195971716446,2.6327427479445933,43.614835533211945,0.011669967099965595,0.02595066964705514,Up,Up,Up
CIDEA,1.4039831625343027,2.903886036174691,-1.4999028736403885,-2.629556038150462,43.614835533211945,0.011764486799996865,0.02613351335313709,Down,Down,ns
KLC3,2.429624159383437,3.611411016914521,-1.1817868575310837,-2.6159259269954807,43.614835533211945,0.012176742390251682,0.02691334414261347,Down,Down,ns
LY6G6C,2.2530467389988003,3.9055305909127784,-1.6524838519139782,-2.614460933679637,43.614835533211945,0.012221831867144095,0.027003642030784588,Down,Down,Down
ZNF750,2.924755097871539,4.036169852892272,-1.1114147550207325,-2.6075646075106937,43.614835533211945,0.01243614928336334,0.027394604955268808,Down,Down,ns
