gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,status_standard,status_relaxed,status_strict
RERG,1.8922573872679929,3.1253696997592075,-1.2331123124912147,-7.247116892280902,43.614835533211945,5.2231252656298466e-09,1.5455778959688324e-07,Down,Down,ns
SEMA6A,1.4020687633108406,2.43663806416232,-1.0345693008514796,-7.2453103009960715,43.614835533211945,5.254792823095045e-09,1.5512586313178497e-07,Down,Down,ns
GALNT6,3.510897484026608,2.1036700557710786,1.4072274282555295,7.243503326326878,43.614835533211945,5.286660220704675e-09,1.5570618428324878e-07,Up,Up,ns
NRN1,2.537949216032093,3.90692321551533,-1.368973999483237,-7.2395262702521554,43.614835533211945,5.357484900159193e-09,1.5742858279200505e-07,Down,Down,ns
CKAP4,5.8984392601399644,4.535448797262566,1.3629904628773986,7.238786645863074,43.614835533211945,5.3707611691322654e-09,1.5745590158607765e-07,Up,Up,ns
PRELID1,7.002871979568944,5.837202424208577,1.1656695553603669,7.22325191670597,43.614835533211945,5.657379897883175e-09,1.6434753038201395e-07,Up,Up,ns
NCALD,1.9426084177103882,3.244225648969153,-1.301617231258765,-7.216079132292437,43.614835533211945,5.794859259111718e-09,1.6719873332907632e-07,Down,Down,ns
MIR99AHG,1.1362954512562167,2.5792338351250317,-1.442938383868815,-7.216542474466712,43.614835533211945,5.78587799893171e-09,1.6719873332907632e-07,Down,Down,ns
PGM5,1.5552848994123338,3.275059664648373,-1.7197747652360391,-7.209613790693241,43.614835533211945,5.921654722129688e-09,1.700875285390088e-07,Down,Down,Down
OPLAH,1.4196806216028413,2.432440195236882,-1.0127595736340407,-7.206042824913182,43.614835533211945,5.9928786377838605e-09,1.7174647475878107e-07,Down,Down,ns
FBLN2,4.712313033386466,6.333848671750307,-1.6215356383638406,-7.194432690459383,43.614835533211945,6.2304501557974845e-09,1.765709574153007e-07,Down,Down,Down
ITGAV,4.956459124328662,3.876908930810091,1.0795501935185707,7.194699868758872,43.614835533211945,6.224878168481496e-09,1.765709574153007e-07,Up,Up,ns
SFRP1,2.610490837984048,4.9793409639141375,-2.3688501259300896,-7.193353483910948,43.614835533211945,6.253008555390238e-09,1.7681733504854037e-07,Down,Down,Down
CRY2,2.8302606176656657,4.241640522876911,-1.4113799052112452,-7.191519928565458,43.614835533211945,6.2915233023375094e-09,1.7751282450157136e-07,Down,Down,ns
PRODH,0.9419815075400322,2.781209743797582,-1.8392282362575496,-7.174378832626891,43.614835533211945,6.663313678600957e-09,1.8676316339164397e-07,Down,Down,Down
TRAPPC6A,3.0602517285106803,4.145089073129062,-1.084837344618382,-7.171878851438047,43.614835533211945,6.719353295991937e-09,1.875096555443877e-07,Down,Down,ns
PRELP,1.5976950155735918,4.32829216356037,-2.730597147986778,-7.170055389463126,43.614835533211945,6.7605263609493704e-09,1.8824670891088934e-07,Down,Down,Down
CYP2E1,0.5344726693550806,1.6444812346105226,-1.1100085652554421,-7.162143514978375,43.614835533211945,6.942130204024011e-09,1.9246301411286568e-07,Down,Down,ns
PKD1,3.9545056171565007,5.095941374330841,-1.14143575717434,-7.156288264524634,43.614835533211945,7.079676622723241e-09,1.9497725369157964e-07,Down,Down,ns
UPP1,5.7336376795316895,3.388588978228349,2.3450487013033405,7.155686223638486,43.614835533211945,7.093973630745154e-09,1.9497725369157964e-07,Up,Up,Up
PMEL,1.048832259097185,3.57645735541699,-2.527625096319805,-7.153240474581734,43.614835533211945,7.152353154182833e-09,1.9615905328020145e-07,Down,Down,Down
PDGFD,1.434458149318066,3.0758333379154337,-1.6413751885973678,-7.150546537912383,43.614835533211945,7.217215491905904e-09,1.9751319564007725e-07,Down,Down,Down
MEGF6,2.1641673031477704,4.260284010663764,-2.096116707515993,-7.140525912897359,43.614835533211945,7.463715423483563e-09,2.033862452899271e-07,Down,Down,Down
ENO1,8.73447931847165,7.432259917911009,1.3022194005606407,7.137411733605554,43.614835533211945,7.542031665863647e-09,2.0508215316579763e-07,Up,Up,ns
HPSE,2.8884883728643604,1.435609901660631,1.4528784712037295,7.135097091829071,43.614835533211945,7.600775342453403e-09,2.059411512702656e-07,Up,Up,ns
RIC3,0.5770803095123483,1.8858080323922568,-1.3087277228799086,-7.133297416010999,43.614835533211945,7.64676677533771e-09,2.0630353978634035e-07,Down,Down,ns
LRP5,2.6871860116482,3.9792435955826577,-1.292057583934458,-7.1331067261698164,43.614835533211945,7.651656419582764e-09,2.0630353978634035e-07,Down,Down,ns
PAIP2B,0.8339852838834716,1.9101925762879328,-1.0762072924044612,-7.13223775630094,43.614835533211945,7.673977897582063e-09,2.0646886102924905e-07,Down,Down,ns
PRR11,1.9319339647374323,0.6436505223339326,1.2882834424034997,7.131563466141045,43.614835533211945,7.691343339999435e-09,2.0650042445265852e-07,Up,Up,ns
SEMA7A,3.2314182312223845,1.7481773888986614,1.483240842323723,7.128342735397431,43.614835533211945,7.774836108254135e-09,2.083035396818592e-07,Up,Up,ns
COL4A1,7.704251361716059,5.209763217530394,2.494488144185665,7.116201788975543,43.614835533211945,8.097841730503319e-09,2.1559869642820213e-07,Up,Up,Up
GTF3C6,5.128881482550329,4.058138697370417,1.0707427851799123,7.114710403055335,43.614835533211945,8.138438145621762e-09,2.162281284814882e-07,Up,Up,ns
SRXN1,4.292143401278195,3.0629622418886187,1.2291811593895763,7.103834211643032,43.614835533211945,8.4407432154876e-09,2.2194803758167706e-07,Up,Up,ns
GATA3,1.2451067652096612,3.5054627496493964,-2.260355984439735,-7.100073451797674,43.614835533211945,8.547877961007089e-09,2.2430264945827862e-07,Down,Down,Down
GPLD1,0.3015840039877646,1.4012024808805432,-1.0996184768927786,-7.097609555025239,43.614835533211945,8.61880788960434e-09,2.256995010598032e-07,Down,Down,ns
DLGAP5,2.20687383912346,0.466252843100121,1.740620996023339,7.091650855971847,43.614835533211945,8.792798489309916e-09,2.2931402685924205e-07,Up,Up,Up
LTC4S,1.746653030425318,2.879928220844742,-1.133275190419424,-7.08552469653061,43.614835533211945,8.975358012364154e-09,2.331216715512832e-07,Down,Down,ns
DCD,0.5807273345134467,7.064831103374572,-6.484103768861125,-7.080066373327248,43.614835533211945,9.141221113395659e-09,2.3694713995759114e-07,Down,Down,Down
TSPAN7,2.7917228820052564,4.12289704589531,-1.3311741638900534,-7.067778949505886,43.614835533211945,9.525956023992421e-09,2.4542326701813204e-07,Down,Down,ns
S100A11,9.604969902869998,8.370443262308704,1.2345266405612936,7.066426025647198,43.614835533211945,9.569299352918392e-09,2.4604289243501665e-07,Up,Up,ns
SSR3,5.405158073569911,4.329862828702783,1.075295244867128,7.062313063703447,43.614835533211945,9.702286529744697e-09,2.4896028191918336e-07,Up,Up,ns
HSPA8,8.559284964917637,7.431181451636399,1.1281035132812383,7.044605921678065,43.614835533211945,1.0296350660965459e-08,2.6209453089679143e-07,Up,Up,ns
C1orf115,2.0090902654243625,3.490998948794808,-1.4819086833704453,-7.037419899787995,43.614835533211945,1.0547735573851469e-08,2.668953805026345e-07,Down,Down,ns
ARSJ,2.1467516043134047,0.848322693068933,1.2984289112444718,7.035752938653266,43.614835533211945,1.060692533805252e-08,2.6786162145778967e-07,Up,Up,ns
CCDC146,1.2213408042348077,3.2878101015138723,-2.0664692972790646,-7.024272486960301,43.614835533211945,1.1023728374581765e-08,2.745812655489087e-07,Down,Down,Down
LOXL2,5.305614572465862,3.0042902938299565,2.301324278635905,7.021986826623034,43.614835533211945,1.1108653330538232e-08,2.76157224024082e-07,Up,Up,Up
RAN,7.107940412402308,5.946564093546536,1.1613763188557717,7.019844830616957,43.614835533211945,1.118883674600113e-08,2.7707035926553865e-07,Up,Up,ns
SYNGR1,2.1759398977460718,3.320905540741993,-1.1449656429959214,-7.019855425220171,43.614835533211945,1.1188438620024499e-08,2.7707035926553865e-07,Down,Down,ns
PLAUR,5.4215105063758156,3.0253866539509664,2.396123852424849,7.010963527546746,43.614835533211945,1.1527546250889031e-08,2.843535731868236e-07,Up,Up,Up
DGCR6,1.841766152574891,2.9581340447720046,-1.1163678921971136,-7.005791009748196,43.614835533211945,1.1729537119364863e-08,2.887775808557145e-07,Down,Down,ns
PCSK2,0.16108288776129057,1.3864669176566606,-1.22538402989537,-7.00487534625264,43.614835533211945,1.1765662888407746e-08,2.890445877856313e-07,Down,Down,ns
RAP2B,4.255150356659248,3.224883076690926,1.0302672799683221,7.003410027407272,43.614835533211945,1.1823707124491989e-08,2.890445877856313e-07,Up,Up,ns
SLC16A3,5.109480329008489,2.4582045669763857,2.6512757620321037,7.003225379183373,43.614835533211945,1.1831041701881873e-08,2.890445877856313e-07,Up,Up,Up
PPIP5K1,2.1042433775519873,3.150593524411207,-1.0463501468592198,-6.989965005747122,43.614835533211945,1.236989466413263e-08,2.9925396294316897e-07,Down,Down,ns
AHNAK,7.0914927219962065,8.179166684833508,-1.0876739628373011,-6.98420662167265,43.614835533211945,1.2611503619197606e-08,3.0346133142571146e-07,Down,Down,ns
SPTBN1,4.39156128986117,5.765794047037315,-1.374232757176145,-6.981739499066168,43.614835533211945,1.2716462993722644e-08,3.042646389473637e-07,Down,Down,ns
GSTM5,1.329787245078998,3.097061447194089,-1.767274202115091,-6.97412027382084,43.614835533211945,1.3046177915754242e-08,3.1009282984507014e-07,Down,Down,Down
MYO15B,2.575825158518494,3.998290276723907,-1.4224651182054129,-6.9725802292997425,43.614835533211945,1.3113857555424602e-08,3.1028019555534314e-07,Down,Down,ns
PCP4L1,0.8591625270981484,2.099463370032368,-1.2403008429342195,-6.963768898315952,43.614835533211945,1.350791811738361e-08,3.1842232856006135e-07,Down,Down,ns
MYO1B,5.17213957931306,3.979383554687859,1.1927560246252011,6.962741864254569,43.614835533211945,1.3554615874156184e-08,3.18933609304638e-07,Up,Up,ns
THBS4,1.2697423351950528,3.8808052144058856,-2.6110628792108326,-6.957060755631493,43.614835533211945,1.3815870891775717e-08,3.2448213901071034e-07,Down,Down,Down
NPIPA1,3.5109114407262227,4.748816966654921,-1.2379055259286984,-6.955128443591977,43.614835533211945,1.3905878670783522e-08,3.2599571817739386e-07,Down,Down,ns
ENAH,4.933143187623996,3.7357675915164306,1.1973755961075652,6.942983753909938,43.614835533211945,1.4485213917225792e-08,3.383332107809167e-07,Up,Up,ns
CYP3A5,0.9724401547867757,2.620467521910784,-1.6480273671240084,-6.940623412097324,43.614835533211945,1.4600589626212468e-08,3.4040460603855136e-07,Down,Down,Down
RORC,0.7276214365785451,2.13092898925402,-1.403307552675475,-6.93020771476556,43.614835533211945,1.5120835916704323e-08,3.5124958186836107e-07,Down,Down,ns
ELL3,1.305616001610343,2.52736112341774,-1.221745121807397,-6.92557139191149,43.614835533211945,1.535835791877105e-08,3.548281495255203e-07,Down,Down,ns
HERC2P9,2.3391231928602028,3.53744164061342,-1.1983184477532172,-6.921508698559341,43.614835533211945,1.5569568967421787e-08,3.5905734727220627e-07,Down,Down,ns
GSTO1,6.054028945374301,4.717595653539473,1.3364332918348278,6.919729747310089,43.614835533211945,1.5662968255725218e-08,3.605592674463244e-07,Up,Up,ns
LONRF1,2.662319979509119,4.282993558882797,-1.6206735793736784,-6.9153153887788585,43.614835533211945,1.5897168914591475e-08,3.626772722142846e-07,Down,Down,Down
EIF4A1,8.487627979007513,7.376394074238696,1.1112339047688167,6.916450824101814,43.614835533211945,1.5836595590457136e-08,3.626772722142846e-07,Up,Up,ns
EPB41L4A-AS1,3.024409298315196,4.086627860777097,-1.0622185624619007,-6.910836978294461,43.614835533211945,1.6138359537620772e-08,3.6610417345932794e-07,Down,Down,ns
GLDN,0.8900479051067581,2.265731989211559,-1.375684084104801,-6.910838247002169,43.614835533211945,1.6138290703793245e-08,3.6610417345932794e-07,Down,Down,ns
MANF,5.76557683748269,4.555262656019693,1.210314181462997,6.9085688980792055,43.614835533211945,1.626190737624711e-08,3.670585925119989e-07,Up,Up,ns
KLF8,1.592520093094142,2.86208190176675,-1.269561808672608,-6.9076334946013755,43.614835533211945,1.6313137063406202e-08,3.675643762714122e-07,Down,Down,ns
RRM2,3.651399210652482,1.3936917914662579,2.2577074191862243,6.9061350116563425,43.614835533211945,1.63955431453644e-08,3.6876959741240246e-07,Up,Up,Up
PRR4,0.5518587712542518,2.79072492195284,-2.238866150698588,-6.90034803700179,43.614835533211945,1.6717726536441546e-08,3.75354166407111e-07,Down,Down,Down
TLE2,2.147109400893232,3.3845372718500037,-1.2374278709567719,-6.898168722957907,43.614835533211945,1.6840697503184288e-08,3.774506419298932e-07,Down,Down,ns
LINC01089,2.1376605116972947,3.287242231231653,-1.1495817195343583,-6.886377776231258,43.614835533211945,1.7521932571540333e-08,3.9065945119729695e-07,Down,Down,ns
AURKA,2.402416226870549,0.9064983577012429,1.4959178691693062,6.877083089842197,43.614835533211945,1.8078380126240745e-08,4.0166129224729655e-07,Up,Up,ns
CCDC80,5.018417402717626,6.752843361827983,-1.7344259591103572,-6.8723651584510135,43.614835533211945,1.8367579457390093e-08,4.045625920899756e-07,Down,Down,Down
RACGAP1,3.304072739208969,2.152001779880864,1.1520709593281047,6.865225630318857,43.614835533211945,1.8814069191464e-08,4.1266986157140194e-07,Up,Up,ns
AR,0.6848402130557819,1.8046068611256663,-1.1197666480698842,-6.863402632338952,43.614835533211945,1.8929810163825778e-08,4.1266986157140194e-07,Down,Down,ns
MUC20,0.518833353715552,1.9118252618378417,-1.3929919081222897,-6.864594900196709,43.614835533211945,1.8854033445592222e-08,4.1266986157140194e-07,Down,Down,ns
TMOD1,1.0479219338473116,2.123067306147081,-1.0751453722997693,-6.863870250906657,43.614835533211945,1.8900053522230564e-08,4.1266986157140194e-07,Down,Down,ns
HSPA5,6.744510927329818,5.677022007049656,1.0674889202801623,6.8571847501599885,43.614835533211945,1.9329980061044694e-08,4.206744636834522e-07,Up,Up,ns
MIR4435-2HG,4.263785874271888,2.7704594967676077,1.4933263775042804,6.846175679343482,43.614835533211945,2.005943122718179e-08,4.350645007487234e-07,Up,Up,ns
PCLAF,3.238506670195861,1.3437154804022624,1.8947911897935987,6.844349765336393,43.614835533211945,2.018305722550906e-08,4.363905027744532e-07,Up,Up,Up
KRT2,1.9878303923074783,7.659516422878448,-5.671686030570969,-6.8323054997514525,43.614835533211945,2.1017902085418427e-08,4.4673550882556866e-07,Down,Down,Down
NDUFA4L2,7.226307267776798,6.024887343918718,1.2014199238580803,6.829312473728992,43.614835533211945,2.1230682101247567e-08,4.505073025577541e-07,Up,Up,ns
CKAP2L,1.507846798144806,0.4000817465627547,1.1077650515820514,6.828817964887018,43.614835533211945,2.1266045147072532e-08,4.505080959478671e-07,Up,Up,ns
ARNTL2,3.10462066240117,1.9379675404509114,1.1666531219502587,6.824946719890091,43.614835533211945,2.1544932948813766e-08,4.556592535592404e-07,Up,Up,ns
TYR,0.14001825733594464,1.736118897669726,-1.5961006403337814,-6.824073684164333,43.614835533211945,2.1608332234634986e-08,4.562434784574503e-07,Down,Down,Down
ANKRD35,1.5382041149305672,3.460969572143356,-1.922765457212789,-6.797092656101627,43.614835533211945,2.366271978360146e-08,4.938963427172985e-07,Down,Down,Down
WNT2B,1.0160963207159772,2.133445011401727,-1.11734869068575,-6.791079607417506,43.614835533211945,2.4146630694943383e-08,5.031731719813937e-07,Down,Down,ns
HRCT1,1.1014005376991667,2.3986537553379654,-1.2972532176387988,-6.789422662651721,43.614835533211945,2.4281711974438736e-08,5.051625983850199e-07,Down,Down,ns
NPY1R,0.3623296512245578,2.369783974265935,-2.0074543230413773,-6.783018440098955,43.614835533211945,2.4810975940425806e-08,5.136597015718349e-07,Down,Down,Down
TFAP2B,0.1868790689820035,1.268033278302618,-1.0811542093206146,-6.780803107378171,43.614835533211945,2.4996738012816877e-08,5.15152062478099e-07,Down,Down,ns
NPIPB4,3.2257512202688523,4.385293717075108,-1.1595424968062553,-6.780713939046437,43.614835533211945,2.5004244230686368e-08,5.15152062478099e-07,Down,Down,ns
UBE2S,4.636874047885929,2.9620007790102996,1.6748732688756292,6.781313057426049,43.614835533211945,2.4953854094178496e-08,5.15152062478099e-07,Up,Up,Up
NPIPB3,4.444098185552928,5.679562189155948,-1.2354640036030196,-6.7790287124789295,43.614835533211945,2.5146531745789957e-08,5.172479344420312e-07,Down,Down,ns
MAN1C1,1.9621130735219503,3.046805179228769,-1.0846921057068188,-6.777842479814163,43.614835533211945,2.5247174795239857e-08,5.184818360123895e-07,Down,Down,ns
NPIPB5,4.105062724640464,5.573303159679301,-1.4682404350388367,-6.77555363718861,43.614835533211945,2.5442508988504642e-08,5.216532429749192e-07,Down,Down,ns
TTYH3,5.085652930745156,3.417774917458575,1.6678780132865811,6.773137694930106,43.614835533211945,2.565033452306409e-08,5.236563173800427e-07,Up,Up,Up
TMEM158,2.8000765087766224,0.9093905801162502,1.890685928660372,6.766838298003837,43.614835533211945,2.620026640087758e-08,5.293177437941721e-07,Up,Up,Up
ENC1,3.2096107516435683,2.1565970489853767,1.0530137026581916,6.766485848041605,43.614835533211945,2.6231381955454935e-08,5.293177437941721e-07,Up,Up,ns
CHPT1,2.5563375832711044,3.6667671437575753,-1.110429560486471,-6.765463562645848,43.614835533211945,2.6321842483412183e-08,5.303040397961383e-07,Down,Down,ns
RGMA,1.55386731593094,2.784298129285739,-1.2304308133547992,-6.751514471365448,43.614835533211945,2.7587894191327678e-08,5.523209020753562e-07,Down,Down,ns
PILRB,1.943049277490411,3.1970477502574695,-1.2539984727670586,-6.749624259726602,43.614835533211945,2.7764088139647924e-08,5.532428375702031e-07,Down,Down,ns
CXCL5,4.219967451415263,0.06438113013438503,4.155586321280878,6.747244073600657,43.614835533211945,2.7987560491382624e-08,5.568258329900196e-07,Up,Up,Up
APOBEC3B,2.158622967410722,0.6342271304629905,1.5243958369477315,6.74457025982722,43.614835533211945,2.8240752847352724e-08,5.601155848558153e-07,Up,Up,Up
PCDH17,1.659422828720623,0.48869457599432176,1.1707282527263012,6.742803449401766,43.614835533211945,2.840931667691393e-08,5.625838751252847e-07,Up,Up,ns
ADAM33,1.9125178116624288,4.05906747191978,-2.1465496602573513,-6.734347406770418,43.614835533211945,2.9230145859315826e-08,5.779411630137282e-07,Down,Down,Down
PLIN3,5.89613236591087,4.740935940798699,1.1551964251121714,6.722272883812893,43.614835533211945,3.0443609411179295e-08,5.991471463283481e-07,Up,Up,ns
KRTCAP3,0.5653621610831685,1.7331206659909295,-1.167758504907761,-6.717802419139934,43.614835533211945,3.090558253759923e-08,6.073018399106363e-07,Down,Down,ns
CMA1,1.1526032772169208,3.5398216446626707,-2.38721836744575,-6.717181568544696,43.614835533211945,3.0970294107035556e-08,6.076371703800376e-07,Down,Down,Down
TMEM63A,2.5729512087885356,3.5945676591362847,-1.0216164503477492,-6.712761947666895,43.614835533211945,3.143489424317636e-08,6.148607458331719e-07,Down,Down,ns
HPGDS,1.222345811532798,2.655200482316114,-1.4328546707833159,-6.708931458290545,43.614835533211945,3.1843211845128394e-08,6.218935385312747e-07,Down,Down,ns
ENPEP,2.466753405038165,1.2573826503694472,1.2093707546687178,6.708318932291678,43.614835533211945,3.190899633409572e-08,6.222254285148665e-07,Up,Up,ns
MGP,4.611321297965104,6.693866801773525,-2.0825455038084204,-6.703773582744035,43.614835533211945,3.240143686689123e-08,6.289429594573271e-07,Down,Down,Down
MICAL2,4.267851988843269,2.938678841708418,1.329173147134851,6.703113238902548,43.614835533211945,3.2473608913008434e-08,6.293859186437638e-07,Up,Up,ns
COL4A5,1.6708947742209639,3.0729079237177066,-1.4020131494967427,-6.701216977849689,43.614835533211945,3.268175774451265e-08,6.315006916905604e-07,Down,Down,ns
PGK1,7.155612770813827,6.152306940937453,1.003305829876374,6.701359300325975,43.614835533211945,3.266608894492151e-08,6.315006916905604e-07,Up,Up,ns
SELENBP1,2.8872110127932644,4.315073091235979,-1.4278620784427143,-6.698141398880012,43.614835533211945,3.30222049704787e-08,6.371137367451056e-07,Down,Down,ns
PDXDC2P-NPIPB14P,2.297062919880756,3.40466935707556,-1.107606437194804,-6.692140918924907,43.614835533211945,3.369668810648818e-08,6.462163359729982e-07,Down,Down,ns
FAM13A-AS1,1.202319741055916,2.3275531770919393,-1.1252334360360232,-6.688605569725241,43.614835533211945,3.410052529240204e-08,6.529789775585634e-07,Down,Down,ns
KIF4A,1.8266036004041253,0.4739836068874304,1.352619993516695,6.684778283997057,43.614835533211945,3.454317987205968e-08,6.604635275987663e-07,Up,Up,ns
LIMS2,2.7693520856273515,4.02732739212695,-1.2579753064995987,-6.684002438401858,43.614835533211945,3.46336119783075e-08,6.612012777834664e-07,Down,Down,ns
MMP13,3.7483165798869806,0.0047013510075828435,3.743615228879398,6.670666278587868,43.614835533211945,3.622569222372363e-08,6.854395444052632e-07,Up,Up,Up
ADAM12,3.75898230335726,1.290290153586835,2.468692149770425,6.663866914828467,43.614835533211945,3.70654291703687e-08,6.982207063658967e-07,Up,Up,Up
LRRN4CL,1.152017345591081,3.0138337666291006,-1.8618164210380197,-6.6616566863398505,43.614835533211945,3.734257725263035e-08,7.017398484302108e-07,Down,Down,Down
KRT19,0.7972756091549698,3.978467950920021,-3.181192341765051,-6.641188353935735,43.614835533211945,4.000990427854845e-08,7.408188868012577e-07,Down,Down,Down
SLC25A48,0.3775239199965501,1.441273959211496,-1.063750039214946,-6.637737396347306,43.614835533211945,4.047806312357238e-08,7.470575094282469e-07,Down,Down,ns
CCNB1,3.821408006686693,1.9344580985457824,1.8869499081409105,6.632307306256158,43.614835533211945,4.122585073318419e-08,7.57569559654608e-07,Up,Up,Up
MKI67,2.6700219390538997,1.0272277070960703,1.6427942319578295,6.622592957068849,43.614835533211945,4.259833152886472e-08,7.760807456965883e-07,Up,Up,Up
STEAP1B,1.9930665465794744,0.7202703512619643,1.2727961953175102,6.620847257919463,43.614835533211945,4.284977994650774e-08,7.784376690282239e-07,Up,Up,ns
NEGR1,0.9409232796000088,2.261636772838313,-1.3207134932383044,-6.610217059986301,43.614835533211945,4.441336276528318e-08,8.019054333293484e-07,Down,Down,ns
MTHFD1L,3.0450283786490133,1.8670471964109554,1.177981182238058,6.603688537028592,43.614835533211945,4.540183717871571e-08,8.155065204791006e-07,Up,Up,ns
LINC01614,2.6977985393435553,0.13486443318096666,2.5629341061625888,6.601393086809297,43.614835533211945,4.575460010869392e-08,8.206869411901176e-07,Up,Up,Up
HSD11B2,1.2666006872960742,3.0006165234455877,-1.7340158361495135,-6.600905063311833,43.614835533211945,4.582995227764286e-08,8.208839626359261e-07,Down,Down,Down
KRT8,1.4150774921968203,3.183645498681262,-1.7685680064844416,-6.598480914457536,43.614835533211945,4.6206094506118234e-08,8.26460481397652e-07,Down,Down,Down
BCHE,0.7359511563605715,1.902961451623772,-1.1670102952632004,-6.587888864864229,43.614835533211945,4.788622010032384e-08,8.48184673526986e-07,Down,Down,ns
GOLGA8A,2.9701327009508565,4.428981072782713,-1.4588483718318561,-6.5846172171356345,43.614835533211945,4.841744205563714e-08,8.562336972016204e-07,Down,Down,ns
TRIP13,2.2918884061765605,0.8667296240538638,1.4251587821226968,6.582548620659271,43.614835533211945,4.8756364945390374e-08,8.600137235803091e-07,Up,Up,ns
SH3BGRL2,1.3167437666063444,2.5779290083705684,-1.261185241764224,-6.572628889161867,43.614835533211945,5.041494932633839e-08,8.880412275673943e-07,Down,Down,ns
NCAPG,1.9369529391076328,0.5994617532083291,1.3374911858993037,6.570738865033131,43.614835533211945,5.073731390581315e-08,8.924868472287381e-07,Up,Up,ns
CLSTN2,0.43427151260210095,1.8323808523389202,-1.3981093397368194,-6.567759999767641,43.614835533211945,5.1249589017032804e-08,8.990178937196965e-07,Down,Down,ns
UNC5B,3.7856849152091554,2.43452416700664,1.3511607482025152,6.566982716031184,43.614835533211945,5.1384108523677696e-08,9.000019658916219e-07,Up,Up,ns
IL1B,4.5146458370579765,1.6092886690317707,2.905357168026206,6.5621886344360565,43.614835533211945,5.2221641899663496e-08,9.123049303375459e-07,Up,Up,Up
STARD9,1.5842749262163396,2.9044737833140606,-1.320198857097721,-6.559897860152796,43.614835533211945,5.2626657698340296e-08,9.161462493273014e-07,Down,Down,ns
PDLIM5,4.918445777075976,3.9006188575803615,1.0178269194956147,6.5456483911904275,43.614835533211945,5.521761714533113e-08,9.554820508200921e-07,Up,Up,ns
RAB31,5.568297643401742,4.17251582131355,1.3957818220881917,6.535550575699686,43.614835533211945,5.713066553170165e-08,9.84577537197015e-07,Up,Up,ns
DHRS3,3.1889638967551357,4.7151295830170605,-1.5261656862619248,-6.534021213328854,43.614835533211945,5.742613762294013e-08,9.88334052773759e-07,Down,Down,Down
ABHD12B,0.4341207601405856,2.1121778609796102,-1.6780571008390246,-6.526961013868072,43.614835533211945,5.881012610231551e-08,1.0094287189540103e-06,Down,Down,Down
COL10A1,3.945526031882098,0.8917371250439339,3.053788906838164,6.516835365437066,43.614835533211945,6.085352777240871e-08,1.0389090223313631e-06,Up,Up,Up
AOX1,1.5330976902061726,3.5408725052264765,-2.007774815020304,-6.512517268062161,43.614835533211945,6.1746420421116e-08,1.0513379167296292e-06,Down,Down,Down
CAB39L,1.821688732768282,2.8286127950219804,-1.0069240622536983,-6.505021233289015,43.614835533211945,6.332770774442054e-08,1.0723376623563592e-06,Down,Down,ns
GPIHBP1,1.1088878206143682,2.739354488672697,-1.6304666680583288,-6.501949560681313,43.614835533211945,6.398732899093318e-08,1.079405299763718e-06,Down,Down,Down
TMED9,6.075764705603649,5.050540159900528,1.0252245457031206,6.500583775031282,43.614835533211945,6.428282728343504e-08,1.0829575909453726e-06,Up,Up,ns
RCAN2,1.9133790401367203,3.082312254258207,-1.1689332141214865,-6.499796421147117,43.614835533211945,6.445379785446903e-08,1.0844053879129862e-06,Down,Down,ns
UBE2C,4.04580758176941,1.7644019661497619,2.2814056156196485,6.495460796429699,43.614835533211945,6.540344887895344e-08,1.0989330481598065e-06,Up,Up,Up
SEC61G,6.461848015499963,5.2229787163361205,1.2388692991638424,6.494736451105561,43.614835533211945,6.556346532349266e-08,1.1001722016717131e-06,Up,Up,ns
FRY,2.315427943832623,3.3322303100306043,-1.0168023661979815,-6.489245710084915,43.614835533211945,6.678925079661724e-08,1.1163346204577453e-06,Down,Down,ns
CD34,4.52202045657429,5.78263319237249,-1.2606127357982002,-6.479629720649469,43.614835533211945,6.899151294703643e-08,1.1456364122572338e-06,Down,Down,ns
KIF11,2.109063942690791,0.888091463913918,1.220972478776873,6.478362177727783,43.614835533211945,6.928717821708119e-08,1.1490499139173426e-06,Up,Up,ns
STAG3L5P-PVRIG2P-PILRB,2.4581721078450287,3.6303943025487153,-1.1722221947036866,-6.476095387742557,43.614835533211945,6.981909250747265e-08,1.1563673853867514e-06,Down,Down,ns
ADD3,3.171813704924421,4.346576439941498,-1.1747627350170773,-6.467872643016811,43.614835533211945,7.178314143096998e-08,1.1781858464210555e-06,Down,Down,ns
CKS2,4.4357748184711525,2.5437463377166543,1.8920284807544983,6.466243539584978,43.614835533211945,7.217877695531172e-08,1.1831567384461316e-06,Up,Up,Up
SCARA5,2.521100001840448,4.515476896933841,-1.9943768950933927,-6.463736467553675,43.614835533211945,7.27918996190624e-08,1.1901475587716703e-06,Down,Down,Down
AHSA2P,2.9312294241504415,4.294024018747779,-1.3627945945973372,-6.458670458239326,43.614835533211945,7.404678448175162e-08,1.2029536847079979e-06,Down,Down,ns
MCF2L,2.3172099188976616,3.398303537899948,-1.0810936190022864,-6.452564354143032,43.614835533211945,7.558811931929199e-08,1.2248732981943213e-06,Down,Down,ns
ZSWIM4,2.795729022592305,1.7813518984543375,1.0143771241379675,6.438090484182081,43.614835533211945,7.937118340350935e-08,1.2764447691613552e-06,Up,Up,ns
MLLT6,3.3669915767525067,4.410935504210996,-1.0439439274584892,-6.435929523077056,43.614835533211945,7.995202966348813e-08,1.2841665419376123e-06,Down,Down,ns
