gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,var_pooled,var_post,status_relaxed,status_standard,status_strict
CBX7,1.9859350352388103,3.8946037083483813,-1.908668673109571,-11.144008247259615,43.614835533211945,2.398081733190338e-14,1.6692331727378923e-11,0.31746464551558173,0.30521817269030693,Down,Down,Down
CILP,0.646508588853121,4.3708540171301395,-3.7243454282770188,-11.132792019223508,43.614835533211945,2.4868995751603507e-14,1.6692331727378923e-11,1.254354841858619,1.1644580940511124,Down,Down,Down
ARSI,2.88218235078251,0.6670478699580501,2.2151344808244597,11.017984309948623,43.614835533211945,3.4861002973229915e-14,2.2229118545880056e-11,0.44323009873967506,0.42056007567955483,Up,Up,Up
SLC25A29,2.258347546591597,3.2523485185069076,-0.9940009719153107,-10.886821958790474,43.614835533211945,5.10702591327572e-14,3.101423879619298e-11,0.0792389449374334,0.08673682553792016,Down,ns,ns
PI16,0.695790640833691,5.3489081728107495,-4.653117531977059,-10.865358051297667,43.614835533211945,5.440092820663267e-14,3.153522897359938e-11,2.06534872221079,1.9082360956759152,Down,Down,Down
ULBP2,2.6644312288488656,0.6029146414141223,2.061516587434743,10.776030376506798,43.614835533211945,7.083222897108499e-14,3.870037623698863e-11,0.3998685139150941,0.3807923367490142,Up,Up,Up
TACR1,0.4065662084861259,1.9714648744658287,-1.5648986659797028,-10.767337070221263,43.614835533211945,7.283063041541027e-14,3.870037623698863e-11,0.22430523922077272,0.21977989907914566,Down,Down,Down
CDON,1.0443508598142086,2.9995994883696233,-1.9552486285554147,-10.752965494484402,43.614835533211945,7.593925488436071e-14,3.8738132701610086e-11,0.3597695135851907,0.3440167764703391,Down,Down,Down
IL11RA,2.235970356321292,4.246410132685148,-2.010439776363856,-10.686316107285279,43.614835533211945,9.259260025373806e-14,4.5416670424458516e-11,0.3862070402882338,0.3682631379478794,Down,Down,Down
KANTR,1.0063190297267341,2.1678153530488644,-1.1614963233221303,-10.408801127028497,43.614835533211945,2.1271873151818e-13,1.0047414752042035e-10,0.12593061232486602,0.12955864688985688,Down,Down,ns
FAXDC2,1.541078894703444,3.7531972942481353,-2.2121183995446914,-10.365609753362298,43.614835533211945,2.4225066397320916e-13,1.0789886225871936e-10,0.5013576393307153,0.47386995510971075,Down,Down,Down
L3MBTL4,0.6220399982025954,1.729694923078839,-1.1076549248762437,-10.361265162833973,43.614835533211945,2.453592884421596e-13,1.0789886225871936e-10,0.11431878890300622,0.11890922150062887,Down,Down,ns
SCUBE2,1.1608881482924291,2.662765022327877,-1.501876874035448,-10.342450580216026,43.614835533211945,2.5979218776228663e-13,1.1043765901774805e-10,0.2239005241462637,0.21940872714229329,Down,Down,Down
LIFR,0.9856608159649894,2.642270619781621,-1.6566098038166315,-10.324918841696697,43.614835533211945,2.7400304247748863e-13,1.1272131615211008e-10,0.27672462713732193,0.26785472249709275,Down,Down,Down
LINC01605,2.2801411657828505,0.728908103049225,1.5512330627336255,10.242152873081343,43.614835533211945,3.5216274341109965e-13,1.403478583350548e-10,0.2449059975019255,0.23867324858217487,Up,Up,Up
N4BP2L1,1.7055653429466984,2.9421083422539125,-1.2365429993072141,-10.229957146982285,43.614835533211945,3.6548541970660153e-13,1.4124350174297845e-10,0.15042267110113466,0.1520207825158123,Down,Down,ns
TFDP2,2.3074512100733764,3.2928084901574306,-0.9853572800840542,-10.198359342050685,43.614835533211945,4.021227795192317e-13,1.5083152374143418e-10,0.09057272453889016,0.09713125162060139,Down,ns,ns
SYNE2,3.0985503998344854,4.668517650037158,-1.5699672502026725,-10.188046833322225,43.614835533211945,4.150013666048835e-13,1.5121464080891655e-10,0.2540686747254134,0.24707651514179374,Down,Down,Down
PAN2,2.3431676739494525,3.630427183408387,-1.2872595094589347,-10.156131641883608,43.614835533211945,4.571898415406395e-13,1.6195950136577153e-10,0.1669196918734151,0.16715051584677326,Down,Down,ns
FBLN5,3.0966947132435125,4.844902178566142,-1.7482074653226292,-10.037832894131007,43.614835533211945,6.561418075534675e-13,2.2615612085755058e-10,0.328785614907242,0.31560085028453017,Down,Down,Down
FGFR2,1.6962925398352,3.923176110025959,-2.2268835701907586,-9.968774328673998,43.614835533211945,8.109068971862143e-13,2.5896215172238615e-10,0.5507958748795261,0.5192107066630802,Down,Down,Down
TGFBR3,1.900085442569399,4.01112870549449,-2.111043262925091,-9.96826072277389,43.614835533211945,8.122391648157645e-13,2.5896215172238615e-10,0.4934809535900627,0.46664609593944784,Down,Down,Down
CYP4F12,0.8084662351593709,3.7864867685507506,-2.97802053339138,-9.972160056930472,43.614835533211945,8.024692021990631e-13,2.5896215172238615e-10,0.9964371094320914,0.9279168077907272,Down,Down,Down
CTSF,3.296165637655828,4.627900379390532,-1.3317347417347039,-9.84438917250177,43.614835533211945,1.1890488593735427e-12,3.6985219764855583e-10,0.19228130186189932,0.19041013352358122,Down,Down,ns
MYRIP,0.3083920125230848,1.3122836663225694,-1.0038916537994846,-9.814822015152934,43.614835533211945,1.3027356970951587e-12,3.863671708152223e-10,0.10335393466860913,0.108853143929457,Down,Down,ns
TMEM116,1.1995471221848715,2.5926087632728994,-1.3930616410880279,-9.81645954289613,43.614835533211945,1.2962964035523328e-12,3.863671708152223e-10,0.2131379062116848,0.2095381243503755,Down,Down,ns
CYP4X1,0.6785804106318786,1.9720804458737309,-1.2935000352418524,-9.763652634352653,43.614835533211945,1.5261125696497402e-12,4.2427822957063927e-10,0.18378352569559547,0.1826166604427687,Down,Down,ns
CX3CL1,1.5425391025126856,3.4103638859691285,-1.867824783456443,-9.758397553281473,43.614835533211945,1.5512036100062687e-12,4.2427822957063927e-10,0.40030776143627717,0.3811951790533018,Down,Down,Down
NOP53,6.650077898282859,7.927163476557858,-1.277085578274999,-9.774344636287434,43.614835533211945,1.4763745781465332e-12,4.2427822957063927e-10,0.17833753622075857,0.17762203931602855,Down,Down,ns
PHKA2,2.145162345721485,3.0375550058161362,-0.8923926600946515,-9.755822958176484,43.614835533211945,1.5636381078820705e-12,4.2427822957063927e-10,0.07959080955457667,0.08705952730931657,Down,ns,ns
CNNM3,1.7264087931139913,2.6798105148260345,-0.9534017217120432,-9.741523909964918,43.614835533211945,1.6344703368531555e-12,4.3425833762267274e-10,0.09333233163402574,0.09966214007761204,Down,ns,ns
TBC1D4,2.4467348047237665,3.2985578854085813,-0.8518230806848148,-9.731083349394343,43.614835533211945,1.688205131245013e-12,4.393812252809725e-10,0.07159626494938637,0.0797275775197982,Down,ns,ns
ZNF704,0.8400714824997645,2.147438869412955,-1.3073673869131905,-9.693580155942712,43.614835533211945,1.8962609260597674e-12,4.822277871136962e-10,0.19102732155877467,0.1892600841994977,Down,Down,ns
LINC00174,1.0432184557735287,1.9904524542744462,-0.9472339985009175,-9.688169813435977,43.614835533211945,1.928457393773897e-12,4.822277871136962e-10,0.09311561022481316,0.09946338072743857,Down,ns,ns
ADCY2,0.44697688222035165,1.9160296910878647,-1.469052808867513,-9.680167375105164,43.614835533211945,1.9768631176475537e-12,4.848256796030626e-10,0.24594923637396215,0.2396300229084174,Down,Down,ns
FAHD2CP,0.9096827592201204,2.029652982053412,-1.1199702228332915,-9.656214200580745,43.614835533211945,2.1296298058359753e-12,5.124371493174753e-10,0.13728156740712777,0.1399688249345437,Down,Down,ns
F10,1.140494857826326,4.236631470596013,-3.096136612769687,-9.5772710840453,43.614835533211945,2.722932990195659e-12,6.313738986175498e-10,1.1703315402841878,1.0873987168486474,Down,Down,Down
FBLIM1,5.376967891277181,3.5971365246850926,1.7798313665920888,9.578686462886779,43.614835533211945,2.7109425815297072e-12,6.313738986175498e-10,0.37636239044974296,0.35923442125720717,Up,Up,Up
ABCA9,0.5815228008992794,2.853527115999002,-2.2720043150997227,-9.570918632991802,43.614835533211945,2.7773339184022916e-12,6.32488204667579e-10,0.6239823976168857,0.5863314666912861,Down,Down,Down
PDE9A,1.097724845749435,2.335205749894103,-1.237480904144668,-9.546515234326524,43.614835533211945,2.9971580772780726e-12,6.617471398437475e-10,0.17529469702820516,0.17483139328437144,Down,Down,ns
MFAP4,4.107267671574004,7.01369531211462,-2.906427640540616,-9.545180429070259,43.614835533211945,3.0095925751538743e-12,6.617471398437475e-10,1.036521698245661,0.9646791509920867,Down,Down,Down
GPD1L,1.6487339627279594,2.8743523015995804,-1.225618338871621,-9.524779078805347,43.614835533211945,3.2076563627470023e-12,6.933430778663138e-10,0.1725118506643602,0.1722791916494705,Down,Down,ns
MFSD4A,0.6506731190047088,2.414407509800269,-1.76373439079556,-9.491233352749747,43.614835533211945,3.5624836414172023e-12,7.572058979832264e-10,0.3764302814495828,0.35929668539188503,Down,Down,Down
CGNL1,0.9568063105759251,2.8959696925306875,-1.9391633819547622,-9.444645171328235,43.614835533211945,4.121814001223356e-12,8.478305477032494e-10,0.4629234649639079,0.4386212385691745,Down,Down,Down
KPNA2,4.935724729822253,3.090326130504085,1.8453985993181679,9.448861627699939,43.614835533211945,4.0678571622265736e-12,8.478305477032494e-10,0.4174043815024275,0.3968748163667398,Up,Up,Up
ACTR3,6.119489383076682,4.7927242061591375,1.3267651769175446,9.418013886620276,43.614835533211945,4.480860127387132e-12,8.876009479646869e-10,0.20981566696220613,0.20649123518171283,Up,Up,ns
WNT5A,4.02820378337939,1.5941382327729228,2.4340655506064675,9.408106288706021,43.614835533211945,4.622302540724377e-12,8.876009479646869e-10,0.7440564850773179,0.6964537092653733,Up,Up,Up
PLP1,0.4987413918390319,2.573192747033671,-2.0744513551946393,-9.41570574181151,43.614835533211945,4.513500684311111e-12,8.876009479646869e-10,0.5353535843520096,0.5050482866161148,Down,Down,Down
RAD51-AS1,1.4035165244066306,2.6686227713027724,-1.2651062468961418,-9.413766734960365,43.614835533211945,4.541034215321815e-12,8.876009479646869e-10,0.18955965870911104,0.18791406252433074,Down,Down,ns
PLLP,0.9859060486462188,3.3087222355659556,-2.322816186919737,-9.405302565427318,43.614835533211945,4.6631587480305825e-12,8.876009479646869e-10,0.6766388509179831,0.6346237073083582,Down,Down,Down
LRIG3,2.6986356591564986,4.237729290579004,-1.5390936314225057,-9.39564936721078,43.614835533211945,4.806821607417078e-12,8.884260283969564e-10,0.2890904296630066,0.27919563654572493,Down,Down,Down
LYRM9,1.6072731809213892,2.765811764205704,-1.1585385832843147,-9.397086116570028,43.614835533211945,4.785061236134425e-12,8.884260283969564e-10,0.1571048147922382,0.15814910432137336,Down,Down,ns
FN3K,1.0589682402737346,2.693683782540859,-1.6347155422671242,-9.374118423522436,43.614835533211945,5.142997139273575e-12,9.237836974247311e-10,0.32967222407386665,0.31641397651168235,Down,Down,Down
ACADSB,1.4422945752744873,2.7196264600016904,-1.277331884727203,-9.375094817510465,43.614835533211945,5.127231972323898e-12,9.237836974247311e-10,0.1952656703239598,0.19314715492978413,Down,Down,ns
GPRASP1,0.7055057547168709,1.8881752855708325,-1.1826695308539614,-9.349086578181254,43.614835533211945,5.5642157548163595e-12,9.461392469489739e-10,0.16621304779771812,0.1665024390471633,Down,Down,ns
TUBB3,5.481806339016012,2.3353126232985106,3.1464937157175017,9.349174651257945,43.614835533211945,5.562661442581884e-12,9.461392469489739e-10,1.2696945801855961,1.1785264615131847,Up,Up,Up
HS3ST3A1,1.878357306218909,0.4443153694156992,1.4340419368032098,9.358190457244994,43.614835533211945,5.4072302191343624e-12,9.461392469489739e-10,0.25107106905185245,0.2443273536357018,Up,Up,ns
GPRIN1,2.000894701237948,0.6976202938585367,1.3032744073794111,9.3560487701406,43.614835533211945,5.4436455343420675e-12,9.461392469489739e-10,0.2048007017264765,0.20189191462996084,Up,Up,ns
GTF2IP20,1.6234718770701795,2.726717090998433,-1.1032452139282536,-9.340251074359028,43.614835533211945,5.721201290498357e-12,9.60032632338494e-10,0.14294631626136883,0.14516407447290547,Down,Down,ns
GALT,2.7804401446386215,3.717983513634914,-0.9375433689962924,-9.32572481376293,43.614835533211945,5.9887650394330194e-12,9.9059893621245e-10,0.09932680309525656,0.10515978452629153,Down,ns,ns
SMARCA2,4.095785723815269,4.928930289519222,-0.8331445657039529,-9.322036815270641,43.614835533211945,6.058709089984404e-12,9.9059893621245e-10,0.07528393608075448,0.08310961125789175,Down,ns,ns
TNFRSF12A,5.893450811734895,3.36908942995066,2.5243613817842347,9.315027004118187,43.614835533211945,6.193934254383748e-12,9.998891588121005e-10,0.8178481951022956,0.7641294981320186,Up,Up,Up
CIRBP,6.1249529497637205,7.09563049381561,-0.9706775440518891,-9.303982922424952,43.614835533211945,6.413314324049679e-12,1.0223624696825695e-09,0.10814987070944522,0.1132515886166406,Down,ns,ns
MST1P2,0.4530800576597745,1.5869444883464303,-1.1338644306866559,-9.275613244987573,43.614835533211945,7.013278846557114e-12,1.104201791730159e-09,0.1541923986468652,0.15547807176122053,Down,Down,ns
FBXW4,3.503881102364738,4.561823086495648,-1.0579419841309106,-9.26220424126679,43.614835533211945,7.316147687674857e-12,1.1378394080599688e-09,0.13267715721326082,0.13574603226542015,Down,Down,ns
TBC1D8,2.392443672834631,3.6381123031231457,-1.2456686302885145,-9.245545310790655,43.614835533211945,7.711387084441412e-12,1.1848592709383293e-09,0.19060632828155252,0.18887398321154228,Down,Down,ns
TMEM8B,1.275145914398781,2.262321806385798,-0.987175891987017,-9.237198418447502,43.614835533211945,7.917222433206916e-12,1.2020040201272358e-09,0.11423675980520968,0.11883399104585934,Down,ns,ns
CRACR2B,1.1493783491684264,2.9504356240837866,-1.8010572749153602,-9.194364664055863,43.614835533211945,9.065415085274253e-12,1.360132218617677e-09,0.4199930301519452,0.399248915562915,Down,Down,Down
SH3BGRL3,8.355971557734906,7.03972590796547,1.316245649769436,9.183471051878932,43.614835533211945,9.383382959526898e-12,1.3914684056144945e-09,0.21772300607836267,0.213743207149036,Up,Up,ns
CEP68,2.1883728081155285,3.163027407627466,-0.9746545995119376,-9.177805735610262,43.614835533211945,9.553247082294547e-12,1.4003742533391076e-09,0.11261064678816624,0.11734265169110682,Down,ns,ns
PGF,5.055188382227969,2.6974189453960378,2.357769436831931,9.171056535980924,43.614835533211945,9.759526520269901e-12,1.4143550194659323e-09,0.7345065989928659,0.6876953260522302,Up,Up,Up
NDUFA6-DT,1.3810108019259737,2.3092547310759035,-0.9282439291499298,-9.139048537701044,43.614835533211945,1.0801359806578148e-11,1.547749905767316e-09,0.10170211241850893,0.10733822614526187,Down,ns,ns
PPP1R3E,1.4771010947070577,2.329245045418341,-0.8521439507112831,-9.11865530343436,43.614835533211945,1.15230047725845e-11,1.6328097762752236e-09,0.08374015152076837,0.09086496820158549,Down,ns,ns
MYH14,0.9115424158196582,3.502359917014001,-2.590817501194343,-9.112165639244305,43.614835533211945,1.1762590901298609e-11,1.6377276925909525e-09,0.9018061529284825,0.8411289473329717,Down,Down,Down
NMNAT3,1.0152505002117052,2.535985098549601,-1.520734598337896,-9.110777906683511,43.614835533211945,1.1814549338851066e-11,1.6377276925909525e-09,0.30074750094228614,0.28988655961056414,Down,Down,Down
TPM4,8.655878602308691,7.08747321812527,1.5684053841834213,9.0883137825321,43.614835533211945,1.2688072814626139e-11,1.7313648599910076e-09,0.3225389144267693,0.3098718817772744,Up,Up,Up
CLU,4.287938912701852,7.228385505659729,-2.9404465929578762,-9.08649062409082,43.614835533211945,1.2761569578856324e-11,1.7313648599910076e-09,1.1727297800513612,1.0895981884163868,Down,Down,Down
GSN,6.419816003312548,8.238615988015269,-1.8187999847027205,-9.07657530742219,43.614835533211945,1.3170131651918382e-11,1.767986199546475e-09,0.4402096458609718,0.4177899605645699,Down,Down,Down
INMT,1.0381552612998208,2.5172998376938183,-1.4791445763939974,-9.027527207637142,43.614835533211945,1.539346428103272e-11,2.0358130027125766e-09,0.2892356761560973,0.27932884488303955,Down,Down,ns
ZNF395,2.972400827351706,4.062866315941874,-1.090465488590168,-9.025671812525191,43.614835533211945,1.5484502569051983e-11,2.0358130027125766e-09,0.15026776775527467,0.15187871769409167,Down,Down,ns
FAN1,2.0573718146213538,2.8711377675380283,-0.8137659529166745,-9.010320194023555,43.614835533211945,1.6260326418660043e-11,2.1159994165017502e-09,0.07720267255699728,0.08486932118483322,Down,ns,ns
ANKRD33B,0.41253767213455417,1.7916390430174327,-1.3791013708828785,-8.99903543137842,43.614835533211945,1.6855628004464052e-11,2.1713113529386874e-09,0.2511081914844785,0.2443613993287988,Down,Down,ns
ABCA6,1.177699406148596,3.1026531459001334,-1.9249537397515375,-8.991430352431511,43.614835533211945,1.726907505883446e-11,2.2023251422531586e-09,0.5046469635013192,0.47688665722988655,Down,Down,Down
EPHX2,1.8183731346535474,3.6216661950936295,-1.803293060440082,-8.985533315370537,43.614835533211945,1.7596812895703806e-11,2.220857458718897e-09,0.44159534708448095,0.419060813664501,Down,Down,Down
CECR7,1.0057745585715063,2.0519693163580692,-1.046194757786563,-8.98259037944459,43.614835533211945,1.7762680215582805e-11,2.220857458718897e-09,0.1385599721749479,0.14114127440242868,Down,Down,ns
FRZB,0.9359576684140029,2.650307297697866,-1.7143496292838631,-8.94874268296245,43.614835533211945,1.978817110170894e-11,2.4034147243818487e-09,0.4010352834553267,0.3818624034141462,Down,Down,Down
LYSMD4,2.011560192916194,2.961155287771971,-0.949595094855777,-8.95213450521274,43.614835533211945,1.9575230325585835e-11,2.4034147243818487e-09,0.11231636978283188,0.11707276462012589,Down,ns,ns
NFIA,1.9376459643083332,3.244108093237359,-1.3064621289290257,-8.948832455561917,43.614835533211945,1.978239794198089e-11,2.4034147243818487e-09,0.22646975655530927,0.22176501933290732,Down,Down,ns
FAM180B,0.19594699272502947,2.8914423338890547,-2.6954953411640252,-8.894705055460326,43.614835533211945,2.3517632286029766e-11,2.829437401356015e-09,1.0265502586829705,0.9555341530199196,Down,Down,Down
SLC25A27,1.173028964350671,2.8217433821778286,-1.6487144178271576,-8.8903002383883,43.614835533211945,2.3851365327232088e-11,2.842770673067204e-09,0.37484310146177624,0.35784105226301727,Down,Down,Down
FAM189A2,0.924813694736906,2.668389639335366,-1.7435759445984598,-8.881406560783706,43.614835533211945,2.4539703602499685e-11,2.871145321492463e-09,0.4219084114849821,0.40100554842383984,Down,Down,Down
DCT,0.16779823441109679,2.6720994003303398,-2.504301165919243,-8.881436914830221,43.614835533211945,2.453726111184551e-11,2.871145321492463e-09,0.8866771305242453,0.8272538314745462,Down,Down,Down
GRTP1,1.0843889269702895,2.566516415744145,-1.4821274887738554,-8.865753257207077,43.614835533211945,2.5800472869264013e-11,2.991213004561127e-09,0.30172712717018024,0.29078499356398174,Down,Down,ns
ARHGEF26,0.7841734938006948,2.311684096697969,-1.527510602897274,-8.842559987044142,43.614835533211945,2.7789992529392293e-11,3.076240503709226e-09,0.3232105280470806,0.3104878314761331,Down,Down,Down
SLC16A14,0.7873281695893467,1.9765799670410173,-1.1892517974516705,-8.852767906107843,43.614835533211945,2.6895818905359192e-11,3.076240503709226e-09,0.18940041630936236,0.18776801827328463,Down,Down,ns
RAI2,1.5591074685008834,3.2295674894410347,-1.6704600209401512,-8.845472186325761,43.614835533211945,2.7531976698469407e-11,3.076240503709226e-09,0.38927355340592007,0.37107549578914756,Down,Down,Down
FAAH,1.161448978282867,2.4976766260740546,-1.3362276477911876,-8.850178318249943,43.614835533211945,2.7120083956333474e-11,3.076240503709226e-09,0.243284321175957,0.23718597820167914,Down,Down,ns
CTPS1,3.8640410492805493,2.6130271930981577,1.2510138561823916,8.840421493874413,43.614835533211945,2.7981172934232745e-11,3.076240503709226e-09,0.21185127045137433,0.2083581260818224,Up,Up,ns
LTBP4,3.9959837033202485,5.758619954654409,-1.7626362513341607,-8.843018310804311,43.614835533211945,2.7749358366691013e-11,3.076240503709226e-09,0.43540845227154445,0.4133866940789987,Down,Down,Down
EZH1,2.739785173222223,3.917397237311635,-1.1776120640894119,-8.836412027007174,43.614835533211945,2.834288359565562e-11,3.0893743119264627e-09,0.18615617493191638,0.1847926624451279,Down,Down,ns
PLCB4,0.5423970331192691,1.8051422751431676,-1.2627452420238985,-8.824809197831032,43.614835533211945,2.9416913349678e-11,3.179270304647826e-09,0.2169518775885662,0.21303599045969707,Down,Down,ns
GIGYF1,2.8719632209701524,3.9663074219141152,-1.0943442009439628,-8.821992456121196,43.614835533211945,2.9683810964797885e-11,3.181156649025777e-09,0.1592381776967608,0.16010565225139875,Down,Down,ns
DNMBP,2.2987987798765817,3.0981824931689452,-0.7993837132923636,-8.81382013398232,43.614835533211945,3.0472069312281747e-11,3.2384191661627425e-09,0.07798661981432709,0.08558829421109428,Down,ns,ns
KAT2A,3.031009744245689,4.1839806484115485,-1.1529709041658593,-8.777618378299975,43.614835533211945,3.422617744774925e-11,3.577757713042182e-09,0.180408194608329,0.1795210797340475,Down,Down,ns
AMOT,0.7406770014453733,1.8479852020872813,-1.1073082006419082,-8.778746009169234,43.614835533211945,3.410249860280601e-11,3.577757713042182e-09,0.16516415607388155,0.16554048038239855,Down,Down,ns
PARD3B,1.2424734483425817,2.7769527352516055,-1.5344792869090238,-8.770325588316089,43.614835533211945,3.503730638954039e-11,3.6327704746813707e-09,0.3319574294060652,0.3185097820368078,Down,Down,Down
EEF2K,2.8098972998305025,4.413030992142266,-1.6031336923117636,-8.760062876756333,43.614835533211945,3.621170030498888e-11,3.724256564431639e-09,0.3646179939440267,0.34846341055671,Down,Down,Down
TMEM198B,2.5615295132313944,3.611631780404989,-1.0501022671735947,-8.753164799391799,43.614835533211945,3.7023495380594795e-11,3.777285092709804e-09,0.14794603581864285,0.14974941292130275,Down,Down,ns
TSPAN8,0.36623221877958284,2.7196985199620314,-2.3534663011824484,-8.749264322121688,43.614835533211945,3.749067722935706e-11,3.794592116714211e-09,0.805542905433942,0.7528440815824289,Down,Down,Down
MIR29B2CHG,0.7699337692854411,1.9418234098174223,-1.1718896405319812,-8.744595085164796,43.614835533211945,3.8057557105730666e-11,3.821637998184119e-09,0.18841494826112126,0.18686422667467528,Down,Down,ns
THRA,2.915685619557244,3.9347751794450367,-1.0190895598877927,-8.730921903042248,43.614835533211945,3.976818874207311e-11,3.962216492403581e-09,0.1392285407628707,0.14175443144383376,Down,Down,ns
SDHAP3,1.1812956601023563,2.121870362885359,-0.9405747027830027,-8.721661912154218,43.614835533211945,4.097078232234708e-11,4.050390596565057e-09,0.11660910625255276,0.12100971535465475,Down,ns,ns
MAMDC2,0.9288617216314696,3.188886751096112,-2.2600250294646425,-8.711439263901495,43.614835533211945,4.234079753473452e-11,4.106881953916604e-09,0.7482410358118022,0.7002914407925716,Down,Down,Down
TP73-AS1,2.037321225206298,2.850365111973223,-0.8130438867669252,-8.710189922710846,43.614835533211945,4.2511327791316944e-11,4.106881953916604e-09,0.08351419277113685,0.0906577371098076,Down,ns,ns
GLI4,2.152742466920368,3.048020498506929,-0.8952780315865607,-8.70662120661586,43.614835533211945,4.3002490457411113e-11,4.106881953916604e-09,0.1046199044471297,0.11001418903077949,Down,ns,ns
RABL2A,1.6193781699023766,2.4704311930428595,-0.8510530231404829,-8.707294244162984,43.614835533211945,4.290967581255245e-11,4.106881953916604e-09,0.0930446445625491,0.0993982967610345,Down,ns,ns
SPHK1,5.13324153925379,3.081991073466074,2.051250465787716,8.705541634001293,43.614835533211945,4.315237056573551e-11,4.106881953916604e-09,0.6145354659402875,0.5776675049350579,Up,Up,Up
PPP1R1B,0.5076689262368975,3.81126110019812,-3.3035921739612224,-8.694596921357512,43.614835533211945,4.470002146206298e-11,4.171765516977561e-09,1.6225370947633138,1.5021250813534766,Down,Down,Down
LETMD1,2.9648685436082376,3.8719985050877814,-0.9071299614795438,-8.693796121462317,43.614835533211945,4.4815484656623994e-11,4.171765516977561e-09,0.10818057277311692,0.1132797460665508,Down,ns,ns
ZSCAN18,2.136988292040876,3.357314301063454,-1.2203260090225778,-8.694497887632556,43.614835533211945,4.471423231677818e-11,4.171765516977561e-09,0.2081593071598013,0.20497215592149778,Down,Down,ns
DIO3OS,0.620404998566566,2.3474277652378377,-1.7270227666712716,-8.689733728332838,43.614835533211945,4.540567921651473e-11,4.196077007595741e-09,0.43277873903225644,0.41097493376199784,Down,Down,Down
PGAM1,7.689406499601275,6.432524385612483,1.2568821139887918,8.676248507558423,43.614835533211945,4.742184422923401e-11,4.320805628182107e-09,0.22274835395561549,0.21835204981994422,Up,Up,ns
FXYD1,2.470236612375409,4.498452343307805,-2.028215730932396,-8.67396682571252,43.614835533211945,4.777178652659586e-11,4.320805628182107e-09,0.6049599121254674,0.5688855813553819,Down,Down,Down
EIF4EBP1,5.889926668741845,3.868006657913072,2.021920010828773,8.675379370272129,43.614835533211945,4.7554848947584105e-11,4.320805628182107e-09,0.6009142772200227,0.5651752521923942,Up,Up,Up
ACTG1,10.66908939119297,9.33923967856692,1.32984971262605,8.625388567527411,43.614835533211945,5.5874638249520103e-11,5.018093391522041e-09,0.25434701641930546,0.24733178763381553,Up,Up,ns
ZNF577,1.5164154838230184,2.6489868388200835,-1.132571354997065,-8.619513256523913,43.614835533211945,5.6944449156048904e-11,5.0784095110985436e-09,0.18053549976222422,0.179637833725976,Down,Down,ns
OSR1,0.7645225739419316,2.703296241579024,-1.9387736676370921,-8.599445100258846,43.614835533211945,6.075717706721662e-11,5.356470577433764e-09,0.5613235494678094,0.528865838417748,Down,Down,Down
CCNE1,2.1072464262964026,0.9705130376990726,1.1367333885973299,8.598705983785008,43.614835533211945,6.090239423883759e-11,5.356470577433764e-09,0.18293382809546477,0.18183738651935,Up,Up,ns
FBXO44,2.011426906085026,3.0919885738949553,-1.0805616678099295,-8.593584932899542,43.614835533211945,6.191847035097453e-11,5.4037784179312164e-09,0.1640365073132913,0.16450629213263976,Down,Down,ns
TXNIP,5.767569955057493,7.809791373917119,-2.0422214188596266,-8.59174557441052,43.614835533211945,6.228773052896486e-11,5.4037784179312164e-09,0.6256506510549584,0.5878614538322922,Down,Down,Down
ENTPD7,2.739826998178741,1.575075942636672,1.1647510555420688,8.575045436931253,43.614835533211945,6.57423004923885e-11,5.6649429606718274e-09,0.1939783500513081,0.19196652888186844,Up,Up,ns
PLAC9,3.2080940641154414,5.243266108735319,-2.0351720446198773,-8.571138335764061,43.614835533211945,6.657807638532631e-11,5.698457772765547e-09,0.6242977848704238,0.5866207143747243,Down,Down,Down
NBPF11,1.5538472447951728,2.429010551646059,-0.8751633068508862,-8.565393333461273,43.614835533211945,6.782663319881976e-11,5.7666203545636566e-09,0.10310133771532712,0.1086214824315342,Down,ns,ns
LINC01094,1.9223705924546934,0.7576176647287723,1.164752927725921,8.545341200866156,43.614835533211945,7.237255239544993e-11,6.11236530264353e-09,0.19543674355968402,0.19330404946682206,Up,Up,ns
PDLIM7,6.2041021717224485,4.581998978227277,1.622103193495171,8.541724505583604,43.614835533211945,7.322453754454727e-11,6.1436350480632325e-09,0.39380391046578983,0.3752303729124787,Up,Up,Up
MTERF2,1.6582660807568217,2.5977094246812236,-0.9394433439244019,-8.52713707926498,43.614835533211945,7.676570490389167e-11,6.398647285224382e-09,0.12236590322205043,0.12628938398035802,Down,ns,ns
AMT,1.5047468016426222,2.867245472694966,-1.3624986710523437,-8.520020056432818,43.614835533211945,7.855560646419235e-11,6.505322397648345e-09,0.2747967731644816,0.266086650739608,Down,Down,ns
ZC3H6,0.8144002325650738,1.6625886235225458,-0.848188390957472,-8.511064225242697,43.614835533211945,8.086797897988163e-11,6.6536086189060026e-09,0.09733753025173064,0.10333538434758527,Down,ns,ns
PLEKHH1,0.6715570788062776,2.2625589443591183,-1.5910018655528408,-8.503918974423982,43.614835533211945,8.276201945989214e-11,6.765795090846183e-09,0.3817724663408438,0.3641961053492919,Down,Down,Down
TCEA3,2.5821494228088007,3.959903717438454,-1.3777542946296535,-8.4800431603972,43.614835533211945,8.942224738461846e-11,7.263706502522542e-09,0.2841339756185479,0.27464997772678074,Down,Down,ns
